predator	LokalID	Lokal	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	perc_undeveloped	n_intact_fruits	n_seeds	attack
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	27	4	12	3	2	3	0	0	0	NA	3	1440	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	28	4	20	4	1,5	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	29	3	10,9	3	3	5	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	30	3	17,1	3	1,333333333	2	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	31	3	12,2	3	1,666666667	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	32	3	16,9	3	1,333333333	2	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	33	3	21,1	3	2,333333333	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	34	2	16	2	1,5	2	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	35	2	20,2	4	1,5	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	36	3	19,2	3	2	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	37	4	11,2	2	1,5	2	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	38	1	15,4	2	3	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	39	3	19,3	3	2,666666667	4	0	0	0	NA	3	1350	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	40	2	8	1	2	2	0	0	0	NA	1	480	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	41	2	7,7	1	1	1	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	42	4	10,6	3	1,666666667	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	43	7	10,3	2	2	3	0	0	0	NA	2	750	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	44	5	11,9	2	2	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	45	6	14,9	2	3	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	46	5	9,2	1	3	3	0	0	0	NA	1	580	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	47	3	10,1	2	1	1	0	0	0	NA	1	0	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	48	3	9,8	2	1	1	0	0	0	NA	1	230	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	49	6	15,9	2	2,5	3	0	2	0	NA	0	0	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	50	3	12,6	1	3	3	0	0	0	NA	1	590	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	51	6	10,2	3	1,333333333	2	0	0	0	NA	3	1140	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	52	7	12,3	1	4	4	0	0	0	NA	1	500	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	53	2	14,4	1	4	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	54	3	11,3	1	2	2	0	0	0	NA	1	510	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	55	3	9,9	3	1,333333333	2	0	0	0	NA	2	570	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	56	3	14,1	3	2	3	0	0	1	NA	4	1780	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	57	3	13,9	3	1,666666667	3	0	0	0	NA	3	940	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	58	3	14,5	2	3	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	59	1	9,6	2	1,5	2	0	0	0	NA	1	420	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	60	12	18	7	2,285714286	5	0	0	0	NA	7	3710	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	61	3	12,1	2	2	3	0	0	0	NA	1	560	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	62	9	13,5	3	2,666666667	4	0	2	0	NA	1	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	63	3	19,2	4	2,75	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	64	3	13,2	2	2	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	65	9	24,3	6	1,333333333	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	66	2	15,5	2	3	4	0	1	0	NA	1	670	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	67	6	14,7	2	2	3	0	0	0	NA	2	780	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	68	2	24,8	2	3	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	69	2	17,3	2	3	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	70	3	17,9	3	1,666666667	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	71	10	9,7	1	3	3	0	0	0	NA	1	580	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	72	4	25,5	3	3	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	73	9	23,8	5	1,6	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	74	3	14,5	3	1,666666667	3	0	1	0	NA	3	1210	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	75	4	18,9	4	2,75	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	76	4	15,1	2	1,5	2	0	0	0	NA	2	940	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	77	2	13,6	9	1,333333333	2	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	78	5	10	4	1,25	2	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	79	1	9,3	2	1	1	0	1	0	NA	1	20	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	80	3	17,4	5	1,2	2	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	81	5	17,7	2	3	4	0	1	0	NA	1	370	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	82	4	20,8	3	2,333333333	3	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	83	2	15,1	3	3	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	84	6	23,2	3	3	5	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	85	5	14,4	4	2,75	5	0	1	0	NA	3	1920	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	86	7	18,6	2	3	4	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	87	10	19	3	1,333333333	2	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	88	3	17,4	2	3	4	0	1	0	NA	1	580	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	89	3	7,8	1	3	3	0	0	0	NA	1	580	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	90	3	15,3	2	1,5	2	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	91	3	8,7	1	2	2	0	0	0	NA	0	NA	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	92	5	23,8	4	1,5	3	0	0	0	NA	4	1440	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	93	5	13,4	2	1,5	2	0	0	0	NA	2	840	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	94	5	21,8	4	2	3	0	0	1	NA	3	0	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	95	4	23,3	6	1,666666667	3	0	0	0	NA	5	2525	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	96	5	9,9	6	2,5	4	0	0	0	NA	6	3540	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	97	4	17,8	3	2,333333333	3	0	0	0	NA	3	1680	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	98	3	20,9	2	2,5	3	0	0	0	NA	2	880	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	99	3	20,6	3	1,666666667	3	0	1	0	NA	2	870	0
0	Sve005	500 m östsydöst om TOVHULT. Strand (Kalvsjön)	100	4	21,7	4	1,75	3	0	1	0	NA	3	1095	0
0	Sve011	KALV CAMPING Ö	1	4	28	4	1,75	3	0	0	0	NA	4	1820	0
0	Sve011	KALV CAMPING Ö	2	2	30,3	2	4	5	0	0	0	NA	2	1400	0
0	Sve011	KALV CAMPING Ö	3	6	25,4	2	4	5	0	0	0	NA	2	840	0
0	Sve011	KALV CAMPING Ö	4	3	13,4	1	2	2	0	1	0	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	5	2	23,3	1	3	3	0	0	0	NA	1	760	0
0	Sve011	KALV CAMPING Ö	6	5	21,5	1	3	3	0	0	0	NA	1	780	0
0	Sve011	KALV CAMPING Ö	7	3	16,5	1	2	2	0	0	0	NA	1	740	0
0	Sve011	KALV CAMPING Ö	8	5	22,6	3	3	4	0	0	0	NA	3	2010	0
0	Sve011	KALV CAMPING Ö	9	6	26,2	2	2,5	4	0	0	0	NA	2	NA	0
0	Sve011	KALV CAMPING Ö	10	3	12,6	1	1	1	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	11	2	18,2	1	1	1	0	0	0	NA	1	160	0
0	Sve011	KALV CAMPING Ö	12	3	23,2	2	4	5	0	0	0	NA	2	NA	0
0	Sve011	KALV CAMPING Ö	13	10	24,7	2	4	5	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	14	3	12,2	1	1	1	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	15	9	21,3	1	1	1	0	0	0	NA	1	200	0
0	Sve011	KALV CAMPING Ö	16	4	24,2	1	2	2	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	17	5	30,6	1	4	4	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	18	8	25	1	3	3	0	0	0	NA	1	630	0
0	Sve011	KALV CAMPING Ö	19	3	28,1	1	2	2	0	0	0	NA	1	640	0
0	Sve011	KALV CAMPING Ö	20	3	18,5	1	2	2	0	1	0	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	21	2	12	1	1	1	0	0	1	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	22	2	14,4	1	1	1	0	0	1	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	23	2	19,7	1	1	1	0	1	0	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	24	3	28,9	1	2	2	0	0	0	NA	1	370	0
0	Sve011	KALV CAMPING Ö	25	6	20,3	1	4	4	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	26	4	25,2	2	2	3	0	0	0	NA	2	1220	0
0	Sve011	KALV CAMPING Ö	27	5	27,2	4	1,75	4	0	3	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	28	1	25,2	1	1	1	0	1	0	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	29	2	23,1	1	3	3	0	0	0	NA	1	10	0
0	Sve011	KALV CAMPING Ö	30	8	24,2	4	3,25	4	0	0	0	NA	4	2360	0
0	Sve011	KALV CAMPING Ö	31	4	19,1	1	3	3	0	0	0	NA	1	720	0
0	Sve011	KALV CAMPING Ö	32	14	33,7	5	3,2	5	0	0	0	NA	5	3000	0
0	Sve011	KALV CAMPING Ö	33	3	22,1	3	2	3	0	0	2	NA	1	730	0
0	Sve011	KALV CAMPING Ö	34	4	25	2	3,5	4	0	0	0	NA	2	NA	0
0	Sve011	KALV CAMPING Ö	35	3	24,8	1	3	3	0	0	0	NA	1	690	0
0	Sve011	KALV CAMPING Ö	36	7	26,7	3	3,666666667	5	0	0	0	NA	3	1755	0
0	Sve011	KALV CAMPING Ö	37	7	23,7	1	5	5	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	38	4	24	1	3	3	0	0	0	NA	1	580	0
0	Sve011	KALV CAMPING Ö	39	7	25,1	1	4	4	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	40	35	20,5	2	3,5	4	0	0	0	NA	2	1380	0
0	Sve011	KALV CAMPING Ö	41	6	21,2	1	4	4	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	42	8	22,1	1	3	3	0	0	0	NA	1	770	0
0	Sve011	KALV CAMPING Ö	43	5	25	1	3	3	0	0	0	NA	1	760	0
0	Sve011	KALV CAMPING Ö	44	11	27,2	1	3	3	0	1	0	NA	0	640	0
0	Sve011	KALV CAMPING Ö	45	4	26,5	1	2	2	0	0	0	NA	1	680	0
0	Sve011	KALV CAMPING Ö	46	4	24,3	1	4	4	0	0	0	NA	1	730	0
0	Sve011	KALV CAMPING Ö	47	13	19,3	1	3	3	0	0	0	NA	1	530	0
0	Sve011	KALV CAMPING Ö	48	7	26,5	1	3	3	0	0	0	NA	1	700	0
0	Sve011	KALV CAMPING Ö	49	5	26,4	2	2,5	3	0	0	0	NA	2	1250	0
0	Sve011	KALV CAMPING Ö	50	2	31,3	4	3	4	0	0	0	NA	4	3340	0
0	Sve011	KALV CAMPING Ö	51	11	27,1	2	3	4	0	0	0	NA	2	1160	0
0	Sve011	KALV CAMPING Ö	52	7	29,8	3	3,666666667	5	0	2	0	NA	1	980	0
0	Sve011	KALV CAMPING Ö	53	4	21,3	1	2	2	0	0	0	NA	1	570	0
0	Sve011	KALV CAMPING Ö	54	24	19,2	1	3	3	0	0	0	NA	1	600	0
0	Sve011	KALV CAMPING Ö	55	3	15,9	3	2	3	0	0	0	NA	2	1240	0
0	Sve011	KALV CAMPING Ö	56	14	26,3	2	3,5	4	0	0	0	NA	2	1160	0
0	Sve011	KALV CAMPING Ö	57	5	32	2	3,5	4	0	0	0	NA	2	NA	0
0	Sve011	KALV CAMPING Ö	58	7	28	3	3,666666667	5	0	0	0	NA	3	1785	0
0	Sve011	KALV CAMPING Ö	59	4	22,7	2	4	5	0	0	0	NA	2	1100	0
0	Sve011	KALV CAMPING Ö	60	5	22,5	1	4	4	0	1	0	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	61	2	17,2	1	3	3	0	0	0	NA	1	660	0
0	Sve011	KALV CAMPING Ö	62	37	31,2	4	3	4	0	2	0	NA	2	2220	0
0	Sve011	KALV CAMPING Ö	63	8	22,22	2	3,5	5	0	0	0	NA	2	940	0
0	Sve011	KALV CAMPING Ö	64	5	24,1	1	4	4	0	1	0	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	65	9	25,6	1	3	3	0	0	0	NA	1	710	0
0	Sve011	KALV CAMPING Ö	66	6	35,4	1	1	1	0	0	0	NA	1	530	0
0	Sve011	KALV CAMPING Ö	67	3	22	1	4	4	0	0	0	NA	1	400	0
0	Sve011	KALV CAMPING Ö	68	10	24,6	1	2	2	0	0	1	NA	1	420	0
0	Sve011	KALV CAMPING Ö	69	19	21,1	1	3	3	0	0	0	NA	1	500	0
0	Sve011	KALV CAMPING Ö	70	4	16,4	1	2	2	0	0	0	NA	1	520	0
0	Sve011	KALV CAMPING Ö	71	9	21,5	1	2	2	0	0	0	NA	1	630	0
0	Sve011	KALV CAMPING Ö	72	5	15,5	1	2	2	0	0	0	NA	1	350	0
0	Sve011	KALV CAMPING Ö	73	10	21,6	1	3	3	0	1	0	NA	0	0	0
0	Sve011	KALV CAMPING Ö	74	5	20,2	1	1	1	0	0	0	NA	1	0	0
0	Sve011	KALV CAMPING Ö	75	5	25,3	1	1	1	0	0	1	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	76	4	25,9	1	3	3	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	77	5	20,5	1	3	3	0	0	0	NA	1	680	0
0	Sve011	KALV CAMPING Ö	78	3	26,2	1	2	2	0	0	0	NA	1	730	0
0	Sve011	KALV CAMPING Ö	79	6	16,7	1	1	1	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	80	3	27,5	2	2	3	0	1	0	NA	1	650	0
0	Sve011	KALV CAMPING Ö	81	2	25	1	1	1	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	82	3	18,5	1	1	1	0	0	0	NA	1	410	0
0	Sve011	KALV CAMPING Ö	83	7	16,8	1	2	2	0	0	0	NA	1	530	0
0	Sve011	KALV CAMPING Ö	84	2	27	1	3	3	0	1	0	NA	0	0	0
0	Sve011	KALV CAMPING Ö	85	2	15,9	1	3	3	0	1	0	NA	0	380	0
0	Sve011	KALV CAMPING Ö	86	1	24,6	1	1	1	0	0	0	NA	1	360	0
0	Sve011	KALV CAMPING Ö	87	1	26,8	1	1	1	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	88	3	22,5	1	3	3	0	0	0	NA	1	770	0
0	Sve011	KALV CAMPING Ö	89	3	18	1	1	1	0	0	0	NA	1	450	0
0	Sve011	KALV CAMPING Ö	90	2	20,4	1	1	1	0	0	0	NA	1	600	0
0	Sve011	KALV CAMPING Ö	91	4	20	2	2,5	3	0	0	0	NA	2	970	0
0	Sve011	KALV CAMPING Ö	92	3	16,2	1	1	1	0	0	1	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	93	11	20,2	1	1	1	0	1	0	NA	0	0	0
0	Sve011	KALV CAMPING Ö	94	4	22,7	1	2	2	0	0	0	NA	1	530	0
0	Sve011	KALV CAMPING Ö	95	9	15,2	1	1	1	0	1	0	NA	0	NA	0
0	Sve011	KALV CAMPING Ö	96	2	20,1	1	2	2	0	0	0	NA	1	670	0
0	Sve011	KALV CAMPING Ö	97	6	21,2	1	4	4	0	0	0	NA	1	NA	0
0	Sve011	KALV CAMPING Ö	98	2	31,1	2	2,5	3	0	0	0	NA	2	1620	0
0	Sve011	KALV CAMPING Ö	99	2	16,5	1	1	1	0	0	0	NA	1	340	0
0	Sve011	KALV CAMPING Ö	100	7	23,6	1	2	2	0	1	0	NA	0	770	0
0	Sve013	OLSHULT. Strand, betesmark	1	13	18,6	3	3	4	0	2	1	NA	0	710	0
0	Sve013	OLSHULT. Strand, betesmark	2	8	13,2	2	3,5	4	0	1	1	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	3	7	14,1	2	2,5	3	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	4	5	12,9	1	3	3	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	5	3	11,4	1	4	4	0	0	0	NA	1	690	0
0	Sve013	OLSHULT. Strand, betesmark	6	4	12,1	1	4	4	0	1	0	NA	0	650	0
0	Sve013	OLSHULT. Strand, betesmark	7	9	11,5	2	2,5	3	0	0	0	NA	0	0	0
0	Sve013	OLSHULT. Strand, betesmark	8	5	12,7	2	2	3	0	0	1	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	9	7	13,3	2	2	3	0	0	1	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	10	4	14,6	1	5	5	0	0	0	NA	0	0	0
0	Sve013	OLSHULT. Strand, betesmark	11	9	11,3	1	2	2	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	12	7	13,9	1	2	2	0	0	1	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	13	4	13,7	1	1	1	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	14	4	11,4	1	2	2	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	15	4	29,6	1	4	4	0	0	0	NA	1	NA	0
0	Sve013	OLSHULT. Strand, betesmark	16	5	13,1	2	3	4	0	0	0	NA	1	NA	0
0	Sve013	OLSHULT. Strand, betesmark	17	7	15,4	2	2	3	0	0	2	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	18	4	20,2	2	2	3	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	19	5	22,4	4	3,5	5	0	0	0	NA	1	NA	0
0	Sve013	OLSHULT. Strand, betesmark	20	7	21,3	2	3,5	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	21	3	11,2	1	1	1	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	22	3	17,2	1	3	3	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	23	4	15,4	1	3	3	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	24	1	25,4	4	4	5	0	0	0	NA	1	280	0
0	Sve013	OLSHULT. Strand, betesmark	25	4	14,6	1	3	3	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	26	4	10,2	1	1	1	0	0	1	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	27	6	16	1	3	3	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	28	3	20,9	2	4	5	0	1	0	NA	0	540	0
0	Sve013	OLSHULT. Strand, betesmark	29	2	10,8	3	3,666666667	5	0	2	0	NA	0	0	0
0	Sve013	OLSHULT. Strand, betesmark	30	3	17,3	3	1,666666667	3	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	31	4	14,6	2	4	5	0	0	0	NA	2	190	0
0	Sve013	OLSHULT. Strand, betesmark	32	9	14,6	1	2	2	0	0	1	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	33	1	19,6	2	3,5	4	0	1	0	NA	0	0	0
0	Sve013	OLSHULT. Strand, betesmark	34	3	12,6	1	2	2	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	35	6	13,1	1	1	1	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	36	4	9,5	1	2	2	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	37	6	22,2	1	5	5	0	0	0	NA	1	670	0
0	Sve013	OLSHULT. Strand, betesmark	38	1	24,7	2	3	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	39	2	20,3	1	3	3	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	40	4	24,2	2	3	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	41	7	24,9	2	3	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	42	2	30	2	4	5	0	0	0	NA	1	680	0
0	Sve013	OLSHULT. Strand, betesmark	43	12	22	2	3	5	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	44	4	22,6	3	4	5	0	1	0	NA	1	240	0
0	Sve013	OLSHULT. Strand, betesmark	45	4	15,6	1	4	4	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	46	3	18,7	1	4	4	0	0	0	NA	1	0	0
0	Sve013	OLSHULT. Strand, betesmark	47	4	17,6	1	2	2	0	0	0	NA	1	630	0
0	Sve013	OLSHULT. Strand, betesmark	48	2	17,6	1	2	2	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	49	4	15,1	1	3	3	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	50	4	16,4	2	1,5	2	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	51	5	14,7	1	4	4	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	52	2	10,2	1	1	1	0	0	1	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	53	4	22,2	1	3	3	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	54	3	17,2	1	3	3	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	55	4	15	1	4	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	56	4	15,3	2	3	4	0	2	0	NA	0	0	0
0	Sve013	OLSHULT. Strand, betesmark	57	4	15,6	2	3	4	0	1	0	NA	0	0	0
0	Sve013	OLSHULT. Strand, betesmark	58	4	30,5	2	4	5	0	1	0	NA	1	220	0
0	Sve013	OLSHULT. Strand, betesmark	59	4	30,3	2	4,5	5	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	60	3	15,6	1	4	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	61	3	21,2	1	4	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	62	2	26,6	1	4	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	63	4	28,1	3	2,666666667	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	64	7	16,9	1	4	4	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	65	3	20,9	2	3,5	5	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	66	11	24	1	4	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	67	3	26	4	3,25	5	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	68	5	18	1	4	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	69	4	16,9	1	5	5	0	0	0	NA	0	0	0
0	Sve013	OLSHULT. Strand, betesmark	70	2	22	2	3,5	5	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	71	3	27,5	1	4	4	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	72	3	30,5	4	3,5	5	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	73	9	18,6	1	4	4	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	74	2	20,3	2	3	4	0	1	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	75	2	20	1	3	3	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	76	9	21,1	1	5	5	0	0	0	NA	0	NA	0
0	Sve013	OLSHULT. Strand, betesmark	77	3	17,6	1	4	4	0	0	0	NA	0	NA	0
